text,sentiment_label,sentiment_score,suicide_label,suicide_score
bro i didnt get pr in fortnite thats why i am depressed :( i hate fortnite its the best game and the worst game :(,0,0.9993122816085815,LABEL_0,0.9999960660934448
"Goes down like a smooth drink ""but if I am unhappy, I completely unaware of this fact"" Let's all spare the monkey his lessons on life and death.. After all ""it really didn't hurt till you said something."" -> Ignorace is bliss, said by nobody EVER!",1,0.9991815686225891,LABEL_0,0.9995484948158264
Do you know how it feels? To be so forgotten no one would understand your opinion.,0,0.9995989203453064,LABEL_1,0.9964787364006042
me please help me please,1,0.9814111590385437,LABEL_1,0.9968078136444092
who's tired of fake smiling😥⬇,0,0.9938317537307739,LABEL_0,0.999991774559021
Who is not get practical like me,0,0.9857437014579773,LABEL_0,0.9999967813491821
This stupid shit is not depression. Do better,0,0.976615309715271,LABEL_0,0.9866604804992676
I’d rather be hated by everyone than nothing.,0,0.9957646131515503,LABEL_1,0.9998764991760254
"all the kids are depressed right......

I'm always depressed  and that's why I put on a fake smile.............💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",0,0.9982163310050964,LABEL_0,0.9999020099639893
I am puting UP a fake smile everyday,0,0.9631065726280212,LABEL_0,0.9999955892562866
Who is here on December 31st?,0,0.9872877597808838,LABEL_1,0.9999594688415527
I remember watching this vid when I was broken... and it sure its is a experience to come back when I'm more broken than before...,1,0.7385605573654175,LABEL_0,0.9998093247413635
"gave up childhood for family
family disowned me
lost job because I couldn't smile enough at work
got BA degree but can't get a job 
thousands in debt
family, coworkers, and now country hate me
too tired to try anymore

thinking of finally giving myself what I always wanted, a break



it'll just be forever",0,0.9651963114738464,LABEL_1,0.9999973773956299
listening this music at night,1,0.9985743761062622,LABEL_0,0.9999935626983643
"Philippians 4:6-7:

""Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God. And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.""",1,0.9986972212791443,LABEL_1,0.7281487584114075
I’m so with life I love someone who doesn’t care or love me,1,0.9626280069351196,LABEL_0,0.9999470710754395
Me. Tired of life. Noting is going for the better,0,0.9992269277572632,LABEL_1,0.9999949932098389
I don't want this life no more... I don't want anything i only want death,0,0.990790605545044,LABEL_1,0.9997922778129578
Excited cuz i found this video after 3years of searching uuuuuuuuuuuf🥹🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼,0,0.9871354699134827,LABEL_0,0.9999971389770508
"When lockdowns first hit, I found myself here, watching this video over and over. It became a safe haven during those tough nights when I felt alone, uncertain, and needed something to get me through. Today, on November 7, 2024, I’ve returned to say thank you. This video became more than just entertainment; it was a lifeline, a constant reminder that I wasn’t alone in my struggles. Through all those late, lonely nights, this video brought me comfort and helped me hold on to hope. Thank you for creating something so meaningful—it made a difference when I needed it most. Thank you aurora vibes ❤❤",1,0.9993391633033752,LABEL_1,0.6704815626144409
I regret wanting to grow up,0,0.9977855682373047,LABEL_0,0.9999967813491821
Never letting the gang know i lowkey fw this shi,0,0.7538955807685852,LABEL_0,0.9999963045120239
[Bad things] —-> [Say stop] : I just can’t… but this is my entire life..,0,0.8930473327636719,LABEL_1,0.994598388671875
Tired to have a fake smile everydays…,0,0.9991980195045471,LABEL_1,0.9994608759880066
"i am depressed you guys may see people that seem happy and stuff but trust me, we arent happy we just act like it... we dont want to live not in this way we hate ourselfs yes we may seem happy and emotionally active but within inside of us there is a  broken heart so maybe the next time you see someone acting all fine but you hear there voice maybe just ask them if they want a hug... i do want hugs but i dont really get any hugs because i have social anxiety too... just keep this in mind please i dont want anyone to feel like me

edit "" you may think im lying but i am not""",1,0.5020852088928223,LABEL_0,0.9999628067016602
Definitely me,1,0.9998247027397156,LABEL_0,0.9999732971191406
"Last heard this when i was st tje LOWEST point of my life , like grave point of life at 4 years ago. I came back to this playlist and found this save. And now im seeing this again while again being the low point in life…",1,0.9684269428253174,LABEL_0,0.9999099969863892
why did I just not know a single song,0,0.9991287589073181,LABEL_0,0.9999957084655762
Sometimes i feel like hurting myself because the girl i like does not talk to me and we use to be insepratable i know i just need to move on :(,0,0.9967449903488159,LABEL_0,0.9999961853027344
I'm still here depressed 😭it's been a long year,0,0.9990494847297668,LABEL_0,0.9999006986618042
I just want to end it… nobody understands me.. the pain.. and suffering I go through. I put on a fake smile everyday.. laugh throught the pain.. does anyone notice????? no… this might be my last message for the world. if you even care 🙂 goodbye.. know your worth living for dont end it like how I did goodbye🙂💔.,0,0.9954853653907776,LABEL_1,0.9999150037765503
Is it gonna love sun in um? I play a song every time when I play Roblox. And this one is is much sad on the much nicest song like I love it.❤❤,1,0.9960099458694458,LABEL_0,0.999996542930603
"If there is anyone curious, this is how to get saved and be right with God who loves us for eternal life! 
As anyone can get saved, if they make the choice to do so!

1-Realize that all have sinned before God in one way or another.

Romans 3: 10-12+23 (KJB) 
10. ""As it is written, There is none righteous, no, not one:""
11.""There is none that understandeth, there is none that seeketh after God.""
12.""They are all gone out of the way, they are together become unprofitable; there is none that doeth good, no, not one.""
23. “For all have sinned, and come short of the glory of God.”

2-Realize that God still loved us enough, to allow Jesus Christ to shed his blood on the cross to pay the price for our sins

Romans 5: 8-9+12 (KJB) 
8. “But God commendeth his love toward us, in that, while we were yet sinners, Christ died for us.""
9.""Much more then, being now justified by his blood, we shall be saved from wrath through him.""
12. “Wherefore, as by one man sin entered into the world, and death by sin; and so death passed upon all men, for all that have sinned:”

3 -To be saved, you just need to confess unto God and ask him to save you, by accepting Jesus Christ paying the price for your sins, all in order to receive this freely given gift of forgiveness.

1 Corinthians 15: 1-4 (KJB)
1.""Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand;
2.""By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain.”
3.""For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures;”
4.""And that he was buried, and that he rose again the third day according to the scriptures:”

Romans 10: 9-10+13 (KJB)
9. “That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.”
10.""For with the heart man believeth unto righteousness; and with the mouth confession is made unto salvation.""
13.""For whosoever shall call upon the name of the Lord shall be saved.""

4. Otherwise you will have to pay the wages for any/all of your sins, on your own, which is to face Gods eternal judgment, of burning forever in hell,  to not be able to sin before God ever again.

Hebrews 9: 27-28 (KJB)
27.""And as it is appointed unto men once to die, but after this the judgment:""
28.""So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.”

Revelation 21: 8 (KJB)
""But the fearful, and unbelieving, and the abominable, and murderers, and whoremongers, and sorcerers, and idolaters, and all liars, shall have their part in the lake which burneth with fire and brimstone: which is the second death.”

Romans 6: 23 (KJB)
“For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord.”

(Lastly, an example of what to genuinely say to God in prayer to get saved and fully forgiven of all your sins.)
“Dear God, I am a sinner and need saving.
 I know I’m not good enough to get to heaven and I need you to save me. 
I need the righteousness of your son, Jesus Christ.
I believe that Jesus is the Lord, who died, was buried and resurrected so that his precious blood can wash away my sins. 
I trust in him alone to save me. 
Nothing else.
 Not my good works or anything else. 
Only Jesus.
 I pray this in Jesus’ name, Amen.”",0,0.9844635725021362,LABEL_0,0.9638331532478333
My wife cheated on me,0,0.9971964359283447,LABEL_1,0.9911448359489441
i wake up every day thinking that today is gonna be a good day and going to sleep even more depressed. i just want to end it all but i cant,0,0.9969149827957153,LABEL_1,0.9995325803756714
The darkness is always going to be around no matter what the hardest part is waking up and you do that's up to you what comes of that we all have our paths to walk and would be cool to think one day we all might cross paths who knows there is always a positive to a negative so some say and this day I say the word could be better if we try,1,0.9285176396369934,LABEL_0,0.9999966621398926
"damnn lately i be so deep in my feelings wondering why should i take or accept all  the pain, wondering why should i still take the bullet for the same person whom will pull the trigger on me,damnn so many back stappers 😢",0,0.9852145314216614,LABEL_0,0.9999895095825195
so sigma... this music... it makes my inner Wolf howl,1,0.9710418581962585,LABEL_0,0.9997496008872986
Fck that feeling,1,0.9232063293457031,LABEL_0,0.999995231628418
im living a depressing life has a 14 year old have never experinced love im just alone in a corner in alley way depressed in new york,0,0.990641176700592,LABEL_0,0.9999650716781616
"The Lord is near to the broken hearted and saves the crushed in spirit Psalm 34:18

I want to share this to the people who suffered the same pain as I did but when i found Jesus Christ of Nazareth I also found my true self in peace with him❤❤❤",1,0.9984192848205566,LABEL_0,0.9993683695793152
"Hello guys, i just want to put it while im listening to this song i feel so suicidal 

But i don't know how to tell her that i was being mentally drained, i need her as much as i want to live but im scared she just gonna judge me that im just over reacting, yes maybe im overacting but im telling you im not im just burned down my consciousness are pulling me back to that one problem that came to our life. 
Don't worry i will be okay, life is just so expensive and I can help to think that this life that i am having right now is not worth for me. 
I hope you will forgive me someday all i want to say is i love you so much every decision we took on our life is great because now i can see those happiness on your eyes everytime you're away with me i can see that your eyes, but those eyes are not visible while you're in my arms or even near me i wish i could go back to the times i was able to stand to my feet and to help myself out so i could give you a better person i will always gonna miss you my love will never ceases for you please remember i live a life that are on the fullest and you put these smiles on me.

 im okay love don't worry life is just a lil'bit hard for me ( ginakaon lang ko sakung huna² ) please do not worry for me, instead turn your attentions to your goal! Live a life with full of joy and laughter endless gala and endless adventure you deserve it. 
Please remember I LOVE YOU SO MUCH 
I ain't going a way im just departing from myself to myself

So happy that I've met your family,relatives and cousins i had a blast woth them please continue your journey's with them. 

From: Marvin",1,0.9881713390350342,LABEL_0,0.9973809123039246
"I'm listening to it at 2:30
And i can't",0,0.9832430481910706,LABEL_0,0.9999960660934448
"im so so exhausted my extreme ocd, depression and extreme anxiety is killing me slowly.. im so so exhausted i just want to die so fucking bad every single day. today’s my birthday.. i wish i was dead. i wanna cry i wanna scream so fucking bad. im just so exhausted physically and mentally. im even hurting my organs such as kidneys just bc of my ocd.. im tired. im so so tired. i wanna just end it all.. but im so scared of after i die. idk what’ll happen after im dead. im scared. but i really wanna end it. im so exhausted..",0,0.9994779229164124,LABEL_1,0.9999721050262451
Hi I'm 13 and I've been through alot at a young age and more to come and been cheated on and just disrespectful in general so I'm saying all of this to remind you that I love you cause I know how it feels to not be loved❤,0,0.6576220393180847,LABEL_0,0.9999957084655762
"Literally tired..
Exhausted..
And done..
Just not enough..
Fcukkkkkkkkkkkkkkkk...😭😭😭😭
Got me so fucked up
Used be a king now they are comparing to me a pawn..what should I do when my queen played in the opposite side ....
Gonna get psycho and gonna fcukk everything 😄🫠🙃",0,0.9993879795074463,LABEL_1,0.9993863105773926
I want happy tears in my life😔,1,0.9991377592086792,LABEL_0,0.9999933242797852
My life is draining,0,0.9995447993278503,LABEL_1,0.9977560639381409
I really just don’t know what to do with my life train just listen to depressed sad music all day,0,0.9984207153320312,LABEL_0,0.9999967813491821
I've been looking for this playlist for almost two years,0,0.9954931735992432,LABEL_0,0.9999967813491821
"Guys need Help, I have been searching this wallpaper for years. If anyone knows how and where to find it please 👇",0,0.9962265491485596,LABEL_0,0.9999959468841553
"(Sorry about my bad english)
To anyone reading this,
I just found this playlist in my ""liked videos"". I think I liked it a few years ago. When I was at my lowest. When I felt alone and lonely. When I thought that things would never get better. When I thought I wouldn't last very long. When I wanted to stop the ache in my heart. Finding this playlist again brings so much memories. But I'm so happy I never gave up because now I can look back and be proud of myself. So please, keep hope and wait a few years. Everything is gonna be better, I promise. Wake up every morning thinking ""It's another victory and I'm strong because I'm still here"". Sending you love ❤️",1,0.9986714124679565,LABEL_0,0.9999854564666748
I feel alone no matter how many people surrounded me.,1,0.9355350732803345,LABEL_1,0.9994158744812012
Broken inside Nobody loves me I don't know why 😔,0,0.9963410496711731,LABEL_0,0.9320434331893921
Im tired of fake smiling every day,0,0.9911221265792847,LABEL_0,0.9999830722808838
"My parents say that im faking everything, that i have ""fun"" crying alone in my room, that my thoughts are not real, thet im lying to myself and everyone... They say that they understand... But..",0,0.5916507840156555,LABEL_0,0.9958089590072632
I used to put a fake smile on I stopped I used to be so so so fucking happy now I feel like ending my life I get made fun of for being Emo… I come here everyday… school is the worst part eating in the bathrooms then when I get home it’s even worse I gotta put on that fake smile and be that perfect little angel that everyone. Thinks i’am… my life is pointless…💔🖤,0,0.9995290040969849,LABEL_0,0.9911138415336609
dec 20 2023 who's with me?,0,0.7370904088020325,LABEL_0,0.9999654293060303
so tired of always being tired,0,0.999072790145874,LABEL_1,0.9892632365226746
Here because of IShowSpeed dying to bots,0,0.9990143775939941,LABEL_1,0.999977707862854
come from speed live streming,1,0.5926051139831543,LABEL_0,0.9999942779541016
Came From IShowSpeed.,0,0.9473597407341003,LABEL_1,0.9972023963928223
Who come to watch this song after speed listen this music on stream????,0,0.983808696269989,LABEL_0,0.9999966621398926
how cool is it none of us know each other but know exactly what we're going through,1,0.9915769100189209,LABEL_0,0.9999964237213135
about 5 month later i lost my 1 year cat i always cry for his meow in my room,0,0.9589844346046448,LABEL_0,0.9999972581863403
"Deeprion is not bad.....but it's teach u to being different then other.......and if u different then other ur thought are also different then that fucking world😊.....
.",0,0.9747418761253357,LABEL_0,0.999991774559021
"Those times when we were young,
We used to love singing those happy songs..

Time doesn't heal you,
It tells you what to do when you're feeling blue..

When you can't deal with your problems and cope,
Don't finish yourself by hanging yourself on a rope..

Always remember, there's someone that cares for you,
That one person is someone that guy that you can see.
That one person will be and always be me,
You can get out of here, and make it out free.

I love poetry, music, and smiling,
Yet nothing stops me from living..
Living for someone, someone who's feeling blue..
That one person, The special one who I'm referring to.. is *you.*",1,0.9819644689559937,LABEL_1,0.9999831914901733
Drown me while you tell me I don't matter,0,0.9991466999053955,LABEL_0,0.9998629093170166
"Thanks for this playlist, atleast now i have gained energy to live again temporarily.",1,0.9989721775054932,LABEL_1,0.9817412495613098
"my bf just leaved me 1 hour for another one :c im so sad ;,,,,,,,,,,,c",0,0.9990045428276062,LABEL_0,0.9999954700469971
I’m gonna cry because I’m depressed…,0,0.9991264939308167,LABEL_0,0.9983704686164856
I hate my sister she’s not friends anymore I’m depressed…,0,0.9996439218521118,LABEL_0,0.9997286200523376
I missed my lunch today and now I think that men whom gave insults to me still will with me being homeless.,0,0.9989933371543884,LABEL_0,0.9996210336685181
We all want not to be exist in this world 😌,0,0.9892441034317017,LABEL_0,0.9999040365219116
"It's weird, my mind says to let go while my heart wishes to see him and accept him again even though he said that we're just friends.",0,0.9558742642402649,LABEL_0,0.9999836683273315
Yh I just want a better life I have lost. Someone I LOVE😭🥺🥺🥺,0,0.9955260157585144,LABEL_0,0.9999144077301025
I wish i can go back time and renew  myself im tired of myself,0,0.9995343685150146,LABEL_0,0.9959927797317505
I cry in my pillow and i put a fake smile so ppl don't worry about me and the sad thing about my life is that my grandpa died and my 4 hamsters and my 2 sugar gliders im really tired of putting a fake smile on my face 😭,0,0.9921590089797974,LABEL_0,0.999996542930603
And here I am again,1,0.9994137287139893,LABEL_1,0.9998371601104736
Us watching others in our age enjoying their life while we slowly dying,1,0.9986220598220825,LABEL_0,0.9999831914901733
"Once Read Quran Ask Your Self What is the Real Happiness..!!🙂🥀
Once Just learn about Islam (Peace) You Will found the real happiness..!!
I Promise you..!!
There are so many Religion in the world but The only one is truth among them..!!
Jst read about Islam You will found your answer what is life and what is the happiness..!!🙂🥀
If You are brave,truthful,and strongminded then accept my challenge..!!👉🥀
Just One month learn about Islam Atleast know what is Islam I Challenge you you will found the meanings of life and destination..!!🥰🥀
So are you ready to accept my Challenge [Only Strong and truthful  man/women can accept this challenge❤️‍🩹🥀]
Ask yourself,can you accept the truth or not..!!
Your time is starts from now..!!🙂🥀",1,0.9468333125114441,LABEL_0,0.9999704360961914
"Im tired of putting up a fake smile everyday 🥲., Cant help it though cause they knew me ad someone who is talkative and always happy😔🥲",0,0.9979661703109741,LABEL_0,0.9999948740005493
Who still here 2023,1,0.9807174801826477,LABEL_0,0.9999902248382568
Don't be depressed everything will be okay at the end just don't do suicide cause I know one day you will see no light at the end of the tunnel go out explore the world and find your happiness stay strong my friends 💪,1,0.9980096220970154,LABEL_0,0.9998806715011597
Why all listening this depression fucking music? The life doesn't stop and why why have to stop living? Stop listening DEP songs and go outside!,0,0.9968691468238831,LABEL_1,0.9996337890625
"It hurts when people blame us for how we act to save our feelings, and they act like what happened never happened",0,0.9990543723106384,LABEL_0,0.9999897480010986
Im tired of putting a fake smile everyday,0,0.9993340373039246,LABEL_0,0.9603251218795776
"When I say “I have depression” I feel like I’m faking it but at 1:00am all I can think about is kms because no one gives a fuck abt me, I just want someone to care and know the real me",0,0.980198323726654,LABEL_0,0.9992214441299438
i used to listen to this playlist almost every night for months way back in 2020 and listening to it now just makes me realize the impact time can have on one’s life. really is something people who are hurting should think about to be honest,1,0.9981091022491455,LABEL_0,0.9999864101409912
The first song please🙏,1,0.9687886238098145,LABEL_0,0.9994755387306213
I just want to feel loved like in my past life my parents were divorced before I was even in school,1,0.9995612502098083,LABEL_0,0.9999958276748657
I'm able to show love I'm kind trustworthy but in the inside I'm hurt and I'm a failure and there's nothing I can do about it,0,0.9994530081748962,LABEL_0,0.9997993111610413
I go through it everyday lack of a relationship kills watching everyone that has a relationship/partner is depriving im dead inside,0,0.9953927993774414,LABEL_0,0.9999895095825195
I wish I never would of tried,0,0.996557354927063,LABEL_1,0.9999945163726807
"Who else have stopped feeling things? Like being in a state where you don't understand anything, sometimes you're blank about what's happening inside.. What's wrong here... Why how when where.... Just nothing.....",0,0.999384880065918,LABEL_0,0.9988879561424255
Tired of being tired.,0,0.9968671202659607,LABEL_1,0.999988317489624
I always put on a fake smile:),0,0.9910306930541992,LABEL_0,0.9999717473983765
"Two options :Let depression end ur life Or deal with it and try to get better, But I chose the first option 🥲",0,0.9976661205291748,LABEL_0,0.9999804496765137
this is so me,1,0.9890660047531128,LABEL_0,0.9862015843391418
I hate love,0,0.9006490111351013,LABEL_0,0.9862218499183655
"100 reasons to stay alive: 
1. to make your parents proud
2. to conquer your fears
3. to see your family again
4. to see your favourite artist live
5. to listen to music again
6. to experience a new culture
7. to make new friends
8. to inspire
9. to have your own children
10. to adopt your own pet
11. to make yourself proud
12. to meet your idols
13. to laugh until you cry
14. to feel tears of happiness
15. to eat your favourite food
16. to see your siblings grow
17. to pass school
18. to get tattoo
19. to smile until your cheeks hurt
20. to meet your internet friends
21. to find someone who loves you like you deserve
22. to eat ice cream on a hot day
23. to drink hot chocolate on a cold day
24. to see untouched snow in the morning
25. to see a sunset that sets the sky on fire
26. to see stars light up the sky
27. to read a book that changes your life
28. to see the flowers in the spring
29. to see the leaves change from green to brown
30. to travel abroad
31. to learn a new language
32. to learn to draw
33. to tell others your story in the hopes of helping them
34. Puppy kisses.
35. Baby kisses (the open mouthed kind when they smack their lips on your cheek).
36. Swear words and the release you feel when you say them.
37. Trampolines.
38. Ice cream.
39. Stargazing.
40. Cloud watching.
41. Taking a shower and then sleeping in clean sheets.
42. Receiving thoughtful gifts.
43. “I saw this and thought of you.""
44. The feeling you get when someone you love says, “I love you.""
45. The relief you feel after crying.
46. Sunshine.
47. The feeling you get when someone is listening to you/giving you their full attention.
48. Your future wedding.
49. Your favorite candy bar.
50. New clothes.
51. Witty puns.
52. Really good bread.
53. Holding your child in your arms for the first time.
54. Completing a milestone (aka going to college, graduating college, getting married, getting your dream job.)
55. The kind of dreams where you wake up and can’t stop smiling.
56. The smell before and after it rains
57. The sound of rain against a rooftop.
58. The feeling you get when you’re dancing.
59. The person (or people) that mean the most to you. Stay alive for them.
60. Trying out new recipes.
61. The feeling you get when your favorite song comes on the radio.
62. The rush you get when you step onto a stage.
63. You have to share your voice and talents and knowledge with the world because they are so valuable.
64.Breakfast in bed.
65. Getting a middle seat in the movie theater.
66. Breakfast for dinner (because it’s so much better at night than in the morning).
67. Pray (if you are religious) 
68. Forgiveness.
69. Water balloon fights.
70. New books by your favorite authors.
71. Fireflies.
72. Birthdays.
73. Realizing that someone loves you.
74. Spending the day with someone you
85. Being wrapped up in a warm bed.
86. Someone’s skin against yours.
87. Holding hands.
88. The kind of hugs when you can feel a weight being lifted off your shoulders. The kind of hug where your breath syncs with the other person’s, and you feel like the only two people in the world.
89. Singing off key with your best friends.
90. Road trips.
91. Spontaneous adventures.
92. The feeling of sand beneath your toes.
93. The feeling when the first ocean wave rolls up and envelops your toes and ankles and knees.
94. Thunderstorms.
95. Your first (or hundredth) trip to Disneyland.
96. The taste of your favorite food.
97. The child-like feeling you get on Christmas morning.
98. The day when everything finally goes your way.
99. Compliments and praise.
100. to look on this moment in 10 years time and realise you did it.
Ps : Never forget you are a beatiful person 💕 Life is so beatiful so live, live like no one else exist, live for yourself, don't care of bad people, you are strong, i love you 🫶🏼",1,0.9992183446884155,LABEL_0,0.9957426190376282
If anyone is still listening to this in 2023 I just want to say try not to suffer in your life and try to be harder than Siberian rock because too much depression can lead you to other soul diseases! Stay strong! 💚💪🏼,1,0.9559125900268555,LABEL_0,0.9999961853027344
Tired of faking asmile even a small thing can hurt me as hell why am I like this😢,0,0.9973816275596619,LABEL_0,0.9999969005584717
"At the end of the day, it's just you",1,0.9995433688163757,LABEL_0,0.9999955892562866
If kids think this is what depression sounds like this is like a one out of 50 on the scale of sadness this is mildly upbeat generation Z wanna be depressed kid musix...,0,0.980968177318573,LABEL_0,0.9999973773956299
"I don't want to die. I want to be dead.
Dying implies that I lose the things I hold dear. But being dead implies I never had anything to begin with. But if I have to die to be dead, then I guess I'm willing to make that sacrifice.",0,0.8350569605827332,LABEL_1,0.9999951124191284
The feeling when u feel left out in this world~,0,0.9942771792411804,LABEL_0,0.965256929397583
The saddest thing is when we hide our sadness away by a smile people think is real💔,0,0.993125319480896,LABEL_0,0.9999946355819702
me for real. All of my friends hate me and I can't take it anymore...,0,0.9453622102737427,LABEL_1,0.556165874004364
I am sick of having to put on a fake smile every day,0,0.9971368312835693,LABEL_0,0.9978982210159302
playlist infantil,0,0.9990686774253845,LABEL_0,0.9999922513961792
16 million of us huh….,1,0.5435394644737244,LABEL_0,0.9999934434890747
some songs didnt help cus i miss him he moved and i cant see him not he left me he never wants to and never will,0,0.8900119066238403,LABEL_0,0.9476912021636963
"It’s sad when all you do in life is exist. I’m in school and if I had to describe how I feel to someone, I would say that it is like the whole school is playing football outside in the yard, and I’m inside, looking through the window on the 2nd floor, being so jealous that they have people to hang out with",0,0.9895502924919128,LABEL_0,0.9992235898971558
The universe decided to make my favourite person a memory and that hurts to the deepest part of me,0,0.9911504983901978,LABEL_0,0.9999963045120239
